3:07,7/15/2016,187
0:46,7/16/2016,46
2:52,7/18/2016,172
2:50,7/19/2016,170
0:44,7/20/2016,44
0:13,7/22/2016,13
2:41,7/23/2016,161
2:47,8/26/2016,167
3:34,9/2/2016,214
3:18,9/3/2016,198
3:08,9/4/2016,188
1:08,Big Boat,68
3:00,10/14/2016,180
0:20,10/15/2016,20
0:18,10/16/2016,18
2:38,10/18/2016,158
2:40,10/19/2016,160
2:37,10/21/2016,157
2:41,10/22/2016,161
0:13,10/25/2016,13
2:59,10/28/2016,179
2:42,10/29/2016,162
2:43,10/30/2016,163
3:33,10/31/2016,213
1:01,12/28/2016,61
0:32,12/29/2016,32
2:54,12/30/2016,174
0:50,12/31/2016,50
2:50,1/13/2017,170
3:02,1/14/2017,182
2:59,1/15/2017,179
1:03,7/14/2017,63
2:37,7/15/2017,157
2:41,7/16/2017,161
1:12,7/18/2017,72
0:55,7/19/2017,55
2:38,7/21/2017,158
2:44,7/22/2017,164
2:32,7/23/2017,152
2:48,7/25/2017,168
2:43,7/26/2017,163
2:47,7/28/2017,167
2:39,7/29/2017,159
2:42,7/30/2017,162
2:31,8/1/2017,151
2:46,8/2/2017,166
2:34,8/4/2017,154
2:43,8/5/2017,163
2:33,8/6/2017,153
3:45,9/1/2017,225
0:47,9/2/2017,47
0:44,9/3/2017,44
0:59,12/28/2017,59
0:35,12/29/2017,35
2:38,12/30/2017,158
0:58,12/31/2017,58
0:30,7/17/2018,30
0:10,7/18/2018,10
0:48,7/20/2018,48
2:50,7/22/2018,170
2:56,7/24/2018,176
0:56,7/25/2018,56
0:11,7/27/2018,11
0:46,7/28/2018,46
0:36,7/31/2018,36
2:56,8/3/2018,176
2:41,8/4/2018,161
2:41,8/5/2018,161
0:48,8/7/2018,48
0:46,8/8/2018,46
2:37,8/10/2018,157
0:21,8/11/2018,21
2:43,8/12/2018,163
3:34,8/31/2018,214
0:47,9/1/2018,47
1:15,9/2/2018,75
0:54,10/16/2018,54
0:31,10/17/2018,31
2:54,10/19/2018,174
0:31,10/20/2018,31
3:06,10/21/2018,186
0:36,10/23/2018,36
0:19,10/24/2018,19
2:39,10/26/2018,159
2:38,10/27/2018,158
0:25,10/28/2018,25
3:47,10/31/2018,227
2:56,11/1/2018,176
2:55,11/2/2018,175
2:57,11/3/2018,177
2:28,12/29/2018,148
2:48,12/30/2018,168
0:42,12/31/2018,42
1:01,2/21/2019,61
1:02,2/22/2019,62
2:58,2/23/2019,178
0:27,6/11/2019,27
2:51,6/12/2019,171
0:42,6/19/2019,42
2:45,6/21/2019,165
0:38,6/22/2019,38
2:59,6/23/2019,179
1:12,6/25/2019,72
0:48,6/26/2019,48
2:41,6/28/2019,161
2:49,6/29/2019,169
3:14,6/30/2019,194
0:26,7/2/2019,26
0:02,7/3/2019,2
0:37,7/9/2019,37
0:31,7/10/2019,31
0:28,7/13/2019,28
3:18,7/14/2019,198
3:09,8/30/2019,189
2:56,8/31/2019,176
0:47,9/1/2019,47
0:32,11/29/2019,32
0:25,11/30/2019,25
0:23,12/1/2019,23
0:44,12/3/2019,44
3:00,12/4/2019,180
0:47,12/6/2019,47
0:32,12/7/2019,32
0:26,12/8/2019,26
0:54,12/28/2019,54
1:01,12/29/2019,61
2:44,12/30/2019,164
1:30,12/31/2019,90
0:52,2/20/2020,52
2:54,2/21/2020,174
2:59,2/22/2020,179
3:09,2/23/2020,189
1:06,Sigma Oasis,66
